1461.108201	26,567	255	52	1.733234229	0.000329570843084681
2040.958915	26,637	315	32	2.245159641	0.000286224126397615
2024.795998	26,662	320	32	2.259751635	0.000311326942968701
2050.384861	26,666	310	35	2.271855149	0.000257504645035195
2042.462627	26,667	309	34	2.262916610	0.000236737742904058
2048.518667	26,657	329	27	2.282784743	0.000226780308186372
2059.153027	26,663	347	21	2.278748673	0.000459908524155917
2006.847699	26,663	314	24	2.219115688	0.000290624755373474
2030.891793	26,656	300	14	2.226586218	0.000285600423785144
1983.797077	26,662	307	20	2.178865802	0.00042574797465756
2009.208219	26,653	308	14	2.205061773	0.000648571568311245
2019.249935	26,660	314	22	2.229397413	0.00654217343486595
2038.927095	26,654	313	18	2.231396455	0.0035384548720764
1966.653816	26,658	343	32	2.258713962	0.00341847217670991
2038.213397	26,657	335	33	2.242384691	0.00320785664382022
2033.747458	26,658	333	31	2.237002029	0.00319245500025784
2020.302516	26,650	349	32	2.199801294	0.003051220597595
2028.351590	26,660	328	33	2.231071816	0.00290207073949263
1976.917765	26,656	286	25	2.147135765	0.00285950940898168
2030.519936	26,649	316	32	2.217038684	0.00274912144279481
2015.997934	26,636	329	38	2.219134431	0.00266411295641283
2002.102623	26,641	306	28	2.172659476	0.00261834527733004
2010.492384	26,638	302	24	2.160379036	0.00253450945497437
2010.625974	26,638	305	23	2.178866997	0.00250536588214123
1927.338278	26,649	313	31	2.207446809	0.00246078192741543
2033.886934	26,649	315	27	2.210504711	0.00241180153107668
2024.841540	26,654	340	29	2.197328318	0.00240443103037484
2020.800786	26,638	309	22	2.194740042	0.00231028976448892
2009.775535	26,637	318	29	2.208629331	0.00226973055189627
2017.833725	26,642	312	26	2.207289622	0.00223390122098614
2023.772938	26,635	309	25	2.225709301	0.00793096959411265
2017.256432	26,653	326	32	2.214643290	0.003124619269857
2032.549545	26,657	347	35	2.234380448	0.00308405449138723
2042.071001	26,634	354	33	2.241781120	0.00308512324462338
1908.074196	26,638	309	24	2.183774329	0.00304911768110318
2043.299235	26,635	353	38	2.254763863	0.0029968461339546
2019.532650	26,632	326	37	2.215588562	0.00291524771520465
2042.283338	26,631	319	31	2.225340253	0.00288130363643206
2031.795082	26,635	308	26	2.217294344	0.00283328139765953
2068.511563	26,635	342	35	2.262249967	0.00280286275784081
2029.191201	26,632	331	30	2.228656053	0.00276518591789265
2036.109648	26,632	315	27	2.232078475	0.00273276645478384
2043.247667	26,634	355	29	2.245105082	0.00270198600349609
2025.538530	26,649	310	27	2.202412566	0.00267992035697815
1997.055089	26,655	306	26	2.200507933	0.00265342782893401
2220.119907	26,629	393	44	2.460065211	0.00261551305792256
2223.721038	26,634	366	37	2.448249814	0.00260978374529452
2087.052743	26,658	352	34	2.292041176	0.00258150738250568
2012.916504	26,657	316	31	2.204295547	0.00254054979820093
2006.870462	26,646	292	19	2.159204052	0.00251374094029969
2020.469869	26,647	306	32	2.228744140	0.00797676773770391
2029.235431	26,679	319	27	2.213369813	0.00305881768180579
2008.619175	26,674	305	21	2.193894298	0.00302569025905363
1977.302845	26,641	298	23	2.169324035	0.00299401002801767
1969.037720	26,644	300	25	2.155381986	0.00297284440837351
2051.145041	26,636	307	21	2.248180903	0.00300787514879098
1914.723754	26,640	311	22	2.194164518	0.0029819990557814
2051.596192	26,655	325	33	2.252060558	0.00299917377469328
