1298113.6103896	1496619.4571429	25356.127272727	302426.36103896
1286566.2167353	1493760.8175583	25770.0521262	310457.31138546
1285705.6707317	1493027.3780488	25787.201219512	310559.56097561
1285487.8428805	1492918.2520458	25801.852700491	310648.34042553
1284490.5728988	1492028.9811321	25817.934819897	310737.40651801
1284352.6174497	1491984.3825503	25827.208053691	310819.48322148
1284095.7406143	1491835.9795222	25840.600682594	310911.01706485
1285472.1331115	1493320.9184692	25859.886855241	310996.30615641
1288869.0266667	1496823.5866667	25870.52	311091.76
1286547.7077922	1494604.2402597	25885.162337662	311181.33116883
1288032.093178	1496194.3094842	25896.445923461	311271.07487521
1286665.8259442	1494928.3021346	25911.54679803	311355.40229885
1286922.8270181	1495296.0856672	25929.70675453	311441.41021417
1285556.314239	1494061.1587561	25962.972176759	311531.57446809
1284708.9396411	1493321.4942904	25973.774877651	311623.19738989
1283807.2145215	1492517.339934	25986.02640264	311708.99009901
1283283.3233831	1492104.2321725	26001.114427861	311799.86733002
1281380.6765189	1490308.4137931	26017.990147783	311887.42200328
1284876.4781145	1493911.2727273	26033.232323232	311978.28282828
1285084.7794872	1494242.1470085	26049.586324786	312076.4034188
1282422.7178631	1491692.0200334	26068.514190317	312163.41235392
1283760.4436975	1493119.092437	26084.430252101	312236.05378151
1286988.4512821	1496460.3213675	26102.461538462	312332.86837607
1286957.0375427	1496527.1194539	26115.303754266	312415.88395904
1279569.0109204	1489256.4680187	26133.141965679	312510.15912637
1284423.5379538	1494193.5511551	26147.201320132	312580.02640264
1284693.1720613	1494583.9454855	26163.890971039	314979.91141397
1283817.0472973	1493826.9594595	26174.040540541	315088.18918919
1276468.7402799	1486597.7107309	26195.191290824	315183.65163297
1284655.2702238	1494863.2908778	26209.721170396	315246.23063683
1280536.5171849	1490871.6661211	26226.153846154	315353.12602291
1283432.3487179	1493855.3504274	26240.793162393	315421.18974359
1278840.9967846	1489382.6623794	26257.054662379	315524.85530547
1278625.2371795	1489254.1025641	26272.788461538	315593.12179487
1278696.7793881	1489440.8888889	26289.249597424	315687.95491143
1283573.1399317	1494418.9897611	26297.563139932	315776.62798635
1275002.9939394	1485978.3333333	26307.36969697	315896.80606061
1278306.6601942	1489361.5598706	26313.851132686	315964.70550162
1274262.0060976	1485432.554878	26327.597560976	316062.75609756
1274563.2952087	1485841.3415765	26343.041731066	316152.06800618
1279397.9607843	1490810.2222222	26373.490196078	316252.45098039
1273492.1578149	1485031.4719272	26401.019726859	316346.34901366
1283189.5120275	1494824.2268041	26415.670103093	316428.41924399
1282306.3396226	1494092.9331046	26433.22813036	316558.4974271
1282576	1494476.173913	26451.217391304	316650.17391304
