1412287.1452991	1556789.008547	17312	255098.71794872
1411385.0464135	1556019.4599156	17312	255202.97046414
1410472.6727273	1555151.9454545	17316.618181818	255244.6
1410871.4690265	1555598.8672566	17324	255280.74336283
1410801.9170507	1555569.8986175	17324	255317.71428571
1410207.037037	1555021.9259259	17334.888888889	255351.83333333
1411041.5769231	1555892.4230769	17336	255387.03846154
1411070.2243902	1555960.0780488	17340.507317073	255421.75609756
1410891.7373737	1555826.2828283	17348	255457.6969697
1410829.2984293	1555803.4764398	17348	255493.9895288
1410364.2566845	1555378.2245989	17359.016042781	255526.75935829
1410328.0444444	1555386.6666667	17360	255561.95555556
1410152.7191011	1555236.1348315	17364.359550562	255585.28089888
1410057.2643678	1555191.1264368	17372	255625.70114943
1414207.1186441	1559371.819209	17372	255657.49152542
1414410.6214689	1559612.9265537	17382.915254237	255683.50282486
1414608.0470588	1559847.2	17384	255717.15294118
1414432.2857143	1559702.1190476	17388.928571429	255741.02380952
1414193.9151515	1559508.0969697	17396	255782.15757576
1413927.4634146	1559273.6341463	17396	255804.19512195
1414305.6727273	1559684.8242424	17407.272727273	255829.96363636
1414335.8809524	1559754.452381	17408	255872
1414034.0731707	1559478.0487805	17412.756097561	255890.95121951
1414395.3043478	1559885.1677019	17420	255923.70186335
1414013.006135	1559527.2638037	17420	255946.55214724
1414080.0493827	1559636.6666667	17430.962962963	255977.08641975
1413892	1559483.8780488	17432	256011.70731707
1413817.6196319	1559437.1042945	17436.63803681	256036
1413876.3	1559536.875	17444	256064.325
1413887.2484848	1559585.6484848	17444	256100.72727273
1413911.9036145	1559650.9638554	17454.554216867	256131.51807229
1413255.4878049	1559019	17456	256152.85365854
1413445.9259259	1559248.7654321	17459.851851852	256182.34567901
1413411.3865031	1559247.9754601	17468	256209.42331288
1413411.6319018	1559280.0490798	17468	256242.9202454
1413606.3658537	1559509.6341463	17478.024390244	256260.92682927
1413899	1559840.8780488	17480	256296.90243902
1413525.7804878	1559494.5853659	17483.731707317	256320.36585366
1413664.5432099	1559671.8518519	17492	256345.35802469
1413811.5802469	1559844.0493827	17492	256376.14814815
1413416.925	1559488.275	17501.525	256406.375
1413560.8695652	1559668.8944099	17504	256435.10559006
1413139.2564103	1559279.8205128	17506.923076923	256461.79487179
1413099.9753086	1559273.5308642	17516	256482.51851852
1413251.7987421	1559454.0377358	17516	256514.56603774
1413156.278481	1559399.5696203	17525.240506329	256545.21518987
1413386.1614907	1559663.1801242	17528	256571.18012422
1413342.3899371	1559653.3584906	17530.943396226	256604.52830189
1413247.6790123	1559601.1604938	17540	256638.2962963
1412760.225	1559140.8	17540	256660.875
1413074.9202454	1559495.607362	17548.981595092	256690.94478528
1413536.525	1559997.025	17552	256724.425
1413202.4596273	1559688.8198758	17554.459627329	256750.45962733
1412901.975	1559437.15	17564	256785.725
1413015.2658228	1559588.3037975	17564	256822.07594937
1412985.2	1559591.2	17572.4	256847.875
1412435.0310559	1559075.4534161	17576	256870.7826087
