1529.144943	26,425	272	30	1.707035816	
1787.977940	26,442	288	28	1.991088124	0.0333321557726965
1785.569708	26,443	254	23	1.966056781	0.0138820663899667
1780.373637	26,488	291	36	2.007563488	0.0196269896159202
1760.210450	26,470	271	27	1.971820565	0.0490450490925306
1784.491063	26,353	311	35	2.016619645	0.444503206562384
1777.849603	26,350	261	18	1.971672857	0.150542817468218
1781.044899	26,334	272	20	1.976611009	0.140408932015827
1808.004057	26,322	250	24	2.014127530	0.131148940273869
1762.263341	26,356	275	21	1.968043545	0.124916307892932
1792.840066	26,365	259	11	1.971113249	0.126006307353005
1786.420188	26,357	245	18	1.955472074	0.1121779623207
1799.495737	26,364	273	24	1.979369531	0.108594081441524
1799.767303	26,367	273	22	1.990970254	0.104385090640067
1834.496639	26,370	270	22	2.003957271	0.101023673859929
1833.407767	26,349	295	25	2.017022790	0.0983315805973692
1823.041660	26,356	257	24	1.996272826	0.0953158597566105
1812.094019	26,306	275	23	1.988136646	0.0928354134567074
1822.440745	26,313	280	22	1.988072512	0.0894364286736202
1819.926203	26,325	268	20	1.981017223	0.0890798457804361
1829.768838	26,324	289	22	1.996440743	0.0870056063340374
1809.984311	26,325	275	28	1.979946224	0.0843202634657092
1819.045836	26,324	282	23	1.968502097	0.0905220429175032
1812.975438	26,324	235	18	1.961578192	0.0898647922249026
1806.715832	26,333	268	22	1.973215819	0.0874370153783656
1827.194644	26,324	283	18	1.989236971	0.0873027486539797
1830.429964	26,324	252	21	1.992986468	0.0835484004118526
1808.723144	26,317	292	25	1.973616570	0.0821859810821061
1795.004004	26,331	241	13	1.954579297	0.0840192786734574
1807.702203	26,324	277	27	1.971238893	0.0836916350171764
1780.521981	26,338	272	19	1.959374986	0.0875991703135839
1734.596183	26,338	273	26	1.972338996	0.0770485760993132
1810.218778	26,318	288	24	1.968785270	0.0844702279924527
1830.310713	26,311	274	22	1.991276545	0.0758903757902065
1717.770161	26,321	268	18	1.976565684	0.0750308877292224
1820.104517	26,334	286	24	1.991382557	0.0738827561555266
1811.807698	26,333	275	30	1.979876273	0.0802195554561282
1810.565258	26,335	286	24	1.972769892	0.0800582855095611
1790.208129	26,331	277	29	1.953565048	0.0789921145517103
1794.427906	26,340	258	23	1.952069775	0.0790470416401955
1807.662061	26,345	251	17	1.980881290	0.0787879851304193
1816.647426	26,343	266	25	1.980265333	0.0860636846440904
1809.371908	26,441	241	13	1.943681097	0.113444058270375
1823.673332	26,431	279	27	2.037621773	0.00252673945378597
1674.985442	26,436	253	20	1.950783601	0.0214644802777958
1824.934825	26,414	285	19	1.977133731	0.0129689296598014
1834.245583	26,411	266	19	2.006310069	0.0480052978352326
1803.047888	26,368	281	24	1.955203619	0.017574658799987
1774.898576	26,351	276	21	1.959820283	0.035942165847713
1761.521065	26,349	273	19	1.957875551	0.0300993629158548
1825.041793	26,340	302	27	2.007213041	0.0447345322754759
1801.404376	26,329	268	23	1.974062672	0.104219519046264
1781.498660	26,340	268	20	1.935663280	0.0899263307481077
1797.304236	26,319	261	23	1.961298620	0.0988001505661378
1801.648924	26,335	234	19	1.953461943	0.0888951264548156
1791.046105	26,340	280	29	1.975221528	0.0838753282605133
1807.362276	26,325	263	18	1.984745928	0.151372277580141
1808.186570	26,327	262	17	1.954396427	0.119886135818298
1795.409682	26,326	281	30	1.966206915	0.0928326896729348
1807.082519	26,320	274	19	1.953933645	0.0945671710703509
1780.555721	26,315	268	22	1.974496904	0.0916609946765456
1814.643203	26,326	270	22	1.984015753	0.181185935263861
1781.445201	26,327	279	26	1.984047320	0.140101480104361
1749.395718	26,336	282	31	2.018904897	0.113401795476858
1694.966824	26,321	278	27	1.997033462	0.098363145009667
1804.000535	26,320	272	22	1.960780412	0.110326073143412
1684.072933	26,322	274	21	1.952769557	0.216924025158437
1794.958052	26,332	260	25	1.963263032	0.231778571440381
1778.115040	26,320	246	19	1.961054874	0.103363419318312
1804.613360	26,320	255	21	1.975462800	0.145176283368976
1788.927006	26,324	270	21	1.970063879	0.105386787407457
1771.502685	26,332	238	22	1.934079079	0.169781103081378
1700.386648	26,336	269	19	1.988909524	0.113944719473016
1703.341504	26,341	268	27	1.982321893	0.213859675088674
1789.542081	26,326	278	24	1.957790374	0.223306686872528
1793.188835	26,321	263	19	1.951448297	0.108518009586744
1791.243418	26,329	261	23	1.958135435	0.237979277410905
1906.886348	26,329	309	32	2.146181687	0.496182826259098
1867.458290	26,343	311	33	2.175483407	0.313941007334695
1877.577525	26,342	302	30	2.080874992	0.283548119713007
1921.146239	26,330	330	44	2.144648898	0.126369025545895
1946.282005	26,337	297	30	2.159672350	0.299137747937339
1814.300053	26,336	285	28	1.981580520	0.111601538178894
1807.754276	26,334	295	30	1.990595405	0.109871830026962
1794.699218	26,436	246	19	1.942990245	0.345197332303902
1710.382959	26,433	251	19	1.955290209	0.00220155434199659
1790.087537	26,431	238	19	1.945480049	0.00319831868305311
1692.475515	26,420	267	20	1.942581985	0.0177477452417819
1692.176738	26,418	247	24	1.945996117	0.0113085246964362
1779.714503	26,360	253	20	1.933900857	0.0341738916543041
1741.776803	26,348	250	20	1.937463867	0.0116587631621514
1780.676433	26,347	247	20	1.945804233	0.0159803520039681
1774.537467	26,329	243	18	1.919974693	0.0170179412350993
1793.454938	26,326	267	26	1.985686428	0.0173067932549099
1779.342739	26,332	257	23	1.914414832	0.0176136299393386
1772.076146	26,328	250	23	1.921500766	0.0978694741451731
1805.238149	26,332	268	23	1.982776098	0.126594183313149
1786.206314	26,338	239	19	1.936328126	0.121091980303962
1792.413062	26,324	279	26	1.966665837	0.145792401585667
1810.509579	26,327	272	20	1.973394576	0.119513146763331
1805.560790	26,330	281	21	1.976124908	0.124595395078186
1715.758404	26,321	269	23	1.957213904	0.13334767332486
1793.937187	26,330	269	31	1.999145180	0.133270782244808
1680.518250	26,320	266	24	1.969719400	0.120226846030814
1714.483953	26,290	277	27	1.997658925	0.111053612859804
1809.696649	26,315	287	29	1.997960731	0.110362192993964
1790.651908	26,302	278	28	1.991812571	0.115993373822438
1679.037045	26,324	282	21	1.983243442	0.163616448102765
1730.889304	26,316	270	22	2.004352334	0.161597568964297
1702.935234	26,314	278	24	1.952595817	0.159904816406748
1796.292170	26,322	259	18	1.974357717	0.168690950561371
1725.602387	26,328	286	26	2.005320309	0.15827924697703
1888.899846	26,321	313	27	2.076881756	0.142159184760884
1910.653851	26,317	298	34	2.131007915	0.157375391661265
1880.926953	26,331	290	31	2.081876937	0.127055066103202
1778.037453	26,331	271	29	1.946553755	0.107067618827406
1676.196479	26,319	257	21	1.929089523	0.148806882991714
1779.569489	26,309	244	19	1.941349756	0.151531797460016
1693.670659	26,313	249	18	1.935446319	0.0999066791539282
1750.024775	26,319	266	20	1.961318026	0.119571409256611
1689.554726	26,324	275	28	1.968928180	0.157381783593019
1791.704951	26,326	233	15	1.937921978	0.127527625135143
1773.800383	26,327	242	17	1.934894958	0.105405236321071
1786.200318	26,328	283	25	1.949247033	0.120306736713418
1768.395818	26,335	254	23	1.930886891	0.160786799411482
