1488691.7709924	1555820.9770992	23928	171625.11450382
1487704.2096774	1554970.0967742	23928	171738.87096774
1486791.0119522	1554100.8605578	23933.290836653	171775.74501992
1487225.8589212	1554593.0954357	23940	171826.70539419
1486447.6571429	1553853.4857143	23942.334693878	171859.37959184
1485743.8481013	1553205.1139241	23952	171896.27004219
1485421.2773109	1552924.9915966	23953.109243697	171942.63865546
1484827.5772358	1552384.7804878	23964	171975.12195122
1483527.3965517	1551131.0862069	23965.293103448	172014.34482759
1483037.8921162	1550697.1950207	23976	172059.95020747
1482226.3697479	1549920.1008403	23978.87394958	172085.31092437
1481567.6333333	1549318.1833333	23988	172132.26666667
1480648.6141732	1548438.1732283	23993.795275591	172168.72440945
1479645.4153846	1547485.3076923	24000	172207.41538462
1479484	1547380.7407407	24011.111111111	172245.2
1477850.7943262	1545810.9219858	24017.319148936	172298.35460993
1477168.8294314	1545177.4983278	24025.070234114	172335.05016722
1476141.3630573	1544212.8025478	24036	172391.63057325
1475467.7529412	1543601.4705882	24045.164705882	172435.03529412
1475314.6705539	1543506.7172012	24052.326530612	172489.83090379
1474381.5795455	1542639.125	24062.011363636	172541.92045455
1473979.6449086	1542309.0548303	24073.096605744	172598.75718016
1470940.0822622	1539340.3084833	24084.215938303	174963.05398458
1469523.9689922	1538005.1369509	24096	175026.27390181
1467788.4244032	1536338.938992	24107.586206897	175083.93633952
1468154.6435644	1536781.970297	24118.366336634	175146.24752475
1468380.9107143	1537080.8214286	24130.0625	175204.77678571
1467283.4660633	1536072.6153846	24142.995475113	175279.6561086
1466487.5043478	1535372.9043478	24157.026086957	175355.83478261
1466510.5892116	1535484.8215768	24167.601659751	175426.7219917
1465215.2208835	1534292.0803213	24181.759036145	175503.92771084
1465422.974359	1534603.5502959	24199.834319527	175584.58382643
1465120.1240876	1534397.3138686	24215.189781022	175667.67883212
1463471.2701252	1532849.5813953	24228.400715564	175750.15384615
1463757.322314	1533247.3917355	24245.024793388	175842.91570248
1463216.8958991	1532816.044164	24260.769716088	175934.09463722
1462974.4711388	1532703.5569423	24283.063962559	176032.78627145
1462548.5919283	1532392.2929746	24299.838565022	176131.17488789
1462235.9655172	1532200.316092	24318.086206897	176230.49425287
1461732.7075209	1531832.3064067	24338.95821727	176336.21727019
1461529.7297297	1531764.5567568	24357.6	176446.57297297
1461465.5745223	1531841.0598726	24381.406369427	176560.48407643
1480749.3571429	1551248.0714286	24394.833333333	176669.42857143
1480500	1551035.7484277	24400	176700.60377358
1479992.809816	1550562.3067485	24403.239263804	176726.79754601
1479832.4285714	1550441.9047619	24412	176755.97619048
1479937.2045455	1550592.4545455	24413.954545455	176798.97727273
1479000.5454545	1549712.8636364	24428	176837.68181818
1478844.972973	1549595.0702703	24428.518918919	176869.66486486
1477905.8563536	1548697.9226519	24440	176903.16022099
1477925.6820513	1548763.8153846	24440.738461538	176944.45128205
1476575.1340206	1547464.4123711	24452	176974.10309278
1475976.0195122	1546912.2536585	24456.409756098	177010.55609756
1475542.1023256	1546530.1023256	24468	177050.49302326
1474748.0540541	1545779.2252252	24471.297297297	177086
1474085.8833333	1545172.5166667	24480	177132.5
1473836.8188976	1544976.7716535	24488.787401575	177173.59055118
1472552.9850746	1543755.1492537	24499.388059701	177217.76119403
1472209.2720848	1543477.130742	24508	177268.65017668
1471339.5	1542667.6351351	24519.918918919	177314.83783784
1470797.025	1542189.9375	24528.8	177365.0875
1470285.8723404	1541746.662614	24538.820668693	177421.0212766
1469671.5580737	1541203.4447592	24549.529745042	177476.4305949
1468798.4450402	1540410.766756	24564.847184987	177536.84718499
1467581.8953488	1539268.755814	24575.941860465	177597.47674419
1466682.4305177	1538434.3106267	24586.910081744	177652.21798365
1465563.3279133	1537398.2872629	24598.731707317	177716.18428184
1465790.53	1537703.79	24611.05	177780.37
1465992.2426966	1537987.8741573	24628.575280899	177839.72134831
1464477.5535714	1536571.4642857	24642.339285714	177919.26785714
1462880.2780269	1535056.0269058	24655.264573991	177987.65919283
1464083.1411043	1536353.2597137	24669.128834356	178061.20245399
1462410.3577236	1534782.2926829	24685.235772358	178142.72357724
1462064.6692913	1534530.1732283	24701.05511811	178213.08661417
1461630.6285714	1534190.9257143	24708	178297.25714286
1461333.4492754	1533982.9855072	24716.847826087	178375.38405797
1461044.3737024	1533794.899654	24727.259515571	178463.1349481
1460586.1042345	1533450.8143322	24744.970684039	178555.71986971
1460095.8979266	1533068.937799	24757.767145136	178649.18660287
1459870.7834101	1532971.7542243	24778.599078341	178747.74807988
1459173.2982456	1532401.0935673	24797.538011696	178847.42690058
1459140.6022727	1532482.7386364	24808.5	178951.01136364
1458733.2124493	1532204.2868742	24823.128552097	179061.70500677
